Hour,Weekday,Month,Is_weekend,Power_Wasted,Voltage,Current,Laundry_kwh,Kitchen_kwh,Appliances_kwh,Total_energy_kwh,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,Voltage_lag1,Voltage_lag2,Current_lag1,Current_lag2,rolling_mean_3,rolling_mean_6,rolling_mean_12,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
1,0,12,0,4.638,243.17766666666665,1.4333333333333333,0.0,0.021,0.0,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666,244.01966666666667,245.1953333333333,1.0866666666666667,1.3599999999999999,0.37201666666666666,0.9618972222222224,1.196311111111111,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667
1,0,12,0,4.476,243.861,1.4,0.0,0.014,0.0,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334,243.17766666666665,244.01966666666667,1.4333333333333333,1.0866666666666667,0.2360888888888889,0.8611083333333335,1.170901388888889,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334
2,0,12,0,3.076,246.837,1.2333333333333334,0.0,0.0,0.0,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402,243.861,243.17766666666665,1.4,1.4333333333333333,0.17123333333333335,0.7456388888888891,1.1401666666666668,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002
2,0,12,0,3.468,246.94500000000002,1.28,0.0,0.0,0.0,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334,246.837,243.861,1.2333333333333334,1.4,0.15456111111111112,0.6257611111111111,1.1030111111111112,0.2402,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002
3,0,12,0,6.36,245.94433333333333,1.6466666666666667,0.0,0.034,0.0,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334,246.94500000000002,246.837,1.28,1.2333333333333334,0.1456888888888889,0.48921944444444443,1.064826388888889,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667
3,0,12,0,2.5060000000000002,245.51933333333332,1.1533333333333333,0.0,0.0,0.0,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333,245.94433333333333,246.94500000000002,1.6466666666666667,1.28,0.1502611111111111,0.3721694444444444,1.0218541666666667,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666,1.4604
4,0,12,0,1.876,245.67000000000002,3.046666666666667,0.0,0.0,0.239,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001,245.51933333333332,245.94433333333333,1.1533333333333333,1.6466666666666667,0.15128333333333335,0.26165,0.9533486111111111,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666
4,0,12,0,2.924,245.344,5.306666666666667,0.0,0.004,0.514,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539,245.67000000000002,245.51933333333332,3.046666666666667,1.1533333333333333,0.18652777777777776,0.21130833333333335,0.8991416666666666,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334
5,0,12,0,5.234,244.90133333333333,1.4666666666666666,0.0,0.028,0.0,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666,245.344,245.67000000000002,5.306666666666667,3.046666666666667,0.2701222222222222,0.22067777777777778,0.8575277777777779,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402
5,0,12,0,2.082,245.605,1.12,0.0,0.0,0.0,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998,244.90133333333333,245.344,1.4666666666666666,5.306666666666667,0.2739611111111111,0.2142611111111111,0.7915972222222223,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334,0.19753333333333334
6,0,12,0,2.958,246.1506666666667,1.2333333333333334,0.0,0.0,0.0,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665,245.605,244.90133333333333,1.12,1.4666666666666666,0.2716277777777778,0.2086583333333333,0.7278083333333334,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333,0.14833333333333334
6,0,12,0,3.8160000000000003,245.25799999999998,3.966666666666667,0.0,0.005,0.0,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668,246.1506666666667,245.605,1.2333333333333334,1.12,0.2660777777777778,0.2081694444444445,0.6570319444444445,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001,0.12803333333333333
7,0,12,0,5.302,242.42066666666668,6.6,0.0,0.027,0.151,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666,245.25799999999998,246.1506666666667,3.966666666666667,1.2333333333333334,0.32163888888888886,0.2364611111111111,0.5991791666666667,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539,0.15940000000000001
7,0,12,0,3.878,239.504,13.84,0.005,0.0,0.527,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668,242.42066666666668,245.25799999999998,6.6,3.966666666666667,0.39137222222222223,0.28895,0.5750291666666667,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666,0.1539
8,0,12,0,2.902,237.91933333333333,10.06,0.507,0.0,0.521,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998,239.504,242.42066666666668,13.84,6.6,0.5589888888888889,0.41455555555555557,0.5800972222222223,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998,0.14016666666666666
8,0,12,0,1.522,237.84133333333332,7.3933333333333335,0.241,0.002,0.52,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303,237.91933333333333,239.504,10.06,13.84,0.7311611111111112,0.5025611111111111,0.5641611111111111,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665,0.14429999999999998
9,0,12,0,3.78,237.933,8.266666666666667,0.31,0.029,0.52,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666,237.84133333333332,237.91933333333333,7.3933333333333335,10.06,0.8570944444444444,0.5643611111111111,0.5267902777777778,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668,0.17576666666666665
9,0,12,0,1.33,236.87633333333332,5.366666666666666,0.0,0.0,0.516,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333,237.933,237.84133333333332,8.266666666666667,7.3933333333333335,0.9976722222222222,0.6318750000000001,0.5020222222222223,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666,0.13416666666666668
10,0,12,0,1.47,238.38933333333335,5.42,0.0,0.0,0.522,0.6512,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667,236.87633333333332,237.933,5.366666666666666,8.266666666666667,1.0269833333333331,0.6743111111111112,0.46798055555555557,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668,0.3708666666666666
10,0,12,0,1.7,239.77166666666665,5.433333333333334,0.0,0.0,0.528,0.6584333333333333,0.6512,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667,238.38933333333335,236.87633333333332,5.42,5.366666666666666,1.0039722222222223,0.6976722222222222,0.45449027777777773,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998,0.6554666666666668
11,0,12,0,4.856,238.516,6.04,0.0,0.031,0.523,0.7212999999999999,0.6584333333333333,0.6512,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333,239.77166666666665,238.38933333333335,5.433333333333334,5.42,0.8368499999999998,0.6979194444444444,0.4592986111111111,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303,0.16319999999999998
11,0,12,0,2.784,241.02599999999998,6.9,0.0,0.0,0.533,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512,0.6434,0.9859333333333333,0.8858999999999999,238.516,239.77166666666665,6.04,5.433333333333334,0.7576944444444443,0.7444277777777777,0.4793444444444444,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666,0.1303
12,0,12,0,1.106,241.946,6.833333333333333,0.0,0.0,0.538,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512,0.6434,0.9859333333333333,241.02599999999998,238.516,6.9,6.04,0.75015,0.8036222222222222,0.5061402777777778,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333,0.14246666666666666
12,0,12,0,4.132,243.214,7.659999999999999,0.0,0.0,0.543,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512,0.6434,241.946,241.02599999999998,6.833333333333333,6.9,0.7258388888888888,0.8617555555555555,0.5349625,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667,0.4675333333333333
13,0,12,0,4.888,242.76633333333334,7.193333333333333,0.0,0.022,0.541,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512,243.214,241.946,7.659999999999999,6.833333333333333,0.7712722222222221,0.8991277777777777,0.5677944444444444,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667,0.7892666666666667
13,0,12,0,2.702,241.142,6.6866666666666665,0.0,0.01,0.501,0.8087333333333333,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333,242.76633333333334,243.214,7.193333333333333,7.659999999999999,0.8082944444444443,0.9061333333333333,0.5975416666666666,0.6512,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333,1.6611666666666667
14,0,12,0,1.5939999999999999,241.308,6.6,0.0,0.0,0.501,0.8008666666666666,0.8087333333333333,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999,241.142,242.76633333333334,6.6866666666666665,7.193333333333333,0.8333444444444443,0.8350972222222223,0.6248263888888889,0.6584333333333333,0.6512,0.6434,0.9859333333333333,0.8858999999999999,1.1962333333333333
14,0,12,0,1.364,243.085,7.593333333333334,0.0,0.0,0.542,0.9321666666666667,0.8008666666666666,0.8087333333333333,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333,241.308,241.142,6.6,6.6866666666666665,0.8466055555555555,0.80215,0.6523555555555556,0.7212999999999999,0.6584333333333333,0.6512,0.6434,0.9859333333333333,0.8858999999999999
15,0,12,0,1.454,241.91199999999998,7.326666666666667,0.0,0.002,0.538,0.8939666666666667,0.9321666666666667,0.8008666666666666,0.8087333333333333,0.8733333333333333,0.916,0.8400666666666666,243.085,241.308,7.593333333333334,6.6,0.8618611111111111,0.8060055555555555,0.6851833333333334,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512,0.6434,0.9859333333333333
15,0,12,0,4.79,242.935,7.293333333333334,0.0,0.029,0.541,0.8903333333333333,0.8939666666666667,0.9321666666666667,0.8008666666666666,0.8087333333333333,0.8733333333333333,0.916,241.91199999999998,243.085,7.326666666666667,7.593333333333334,0.8708444444444444,0.7983416666666666,0.7151083333333332,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512,0.6434
16,0,12,0,1.672,242.96066666666667,6.819999999999999,0.0,0.0,0.542,0.8411333333333333,0.8903333333333333,0.8939666666666667,0.9321666666666667,0.8008666666666666,0.8087333333333333,0.8733333333333333,242.935,241.91199999999998,7.293333333333334,7.326666666666667,0.8665666666666665,0.8189194444444444,0.7466152777777778,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333,0.6512
16,0,12,0,10.594,241.80066666666667,9.373333333333333,0.0,0.0,0.537,1.1081666666666665,0.8411333333333333,0.8903333333333333,0.8939666666666667,0.9321666666666667,0.8008666666666666,0.8087333333333333,242.96066666666667,242.935,6.819999999999999,7.293333333333334,0.8611999999999999,0.8347472222222222,0.7662097222222223,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999,0.6584333333333333
17,0,12,0,1.112,238.95200000000003,8.833333333333334,0.0,0.0,0.524,1.0640666666666667,1.1081666666666665,0.8411333333333333,0.8903333333333333,0.8939666666666667,0.9321666666666667,0.8008666666666666,241.80066666666667,242.96066666666667,9.373333333333333,6.819999999999999,0.9111055555555555,0.8722249999999999,0.7850722222222223,0.8087333333333333,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333,0.7212999999999999
17,0,12,0,4.756,238.50633333333332,9.153333333333332,0.0,0.02,0.523,1.0908333333333333,1.0640666666666667,1.1081666666666665,0.8411333333333333,0.8903333333333333,0.8939666666666667,0.9321666666666667,238.95200000000003,241.80066666666667,8.833333333333334,9.373333333333333,0.9549722222222222,0.900788888888889,0.8226083333333333,0.8008666666666666,0.8087333333333333,0.8733333333333333,0.916,0.8400666666666666,0.8406333333333333
